2026-07-02 18:53:31,307 INFO    MainThread:1946 [wandb_setup.py:_flush():81] Current SDK version is 0.28.0
2026-07-02 18:53:31,308 INFO    MainThread:1946 [wandb_setup.py:_flush():81] Configure stats pid to 1946
2026-07-02 18:53:31,309 INFO    MainThread:1946 [wandb_setup.py:_flush():81] Loading settings from environment variables
2026-07-02 18:53:31,310 INFO    MainThread:1946 [wandb_init.py:setup_run_log_directory():725] Logging user logs to /content/drive/MyDrive/GAN_project/wandb/run-20260702_185331-trkv8jyc/logs/debug.log
2026-07-02 18:53:31,310 INFO    MainThread:1946 [wandb_init.py:setup_run_log_directory():726] Logging internal logs to /content/drive/MyDrive/GAN_project/wandb/run-20260702_185331-trkv8jyc/logs/debug-internal.log
2026-07-02 18:53:31,311 INFO    MainThread:1946 [wandb_init.py:monkeypatch_ipython():644] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7b03ff3f0140>
2026-07-02 18:53:31,311 INFO    MainThread:1946 [wandb_init.py:init():768] calling init triggers
2026-07-02 18:53:31,311 INFO    MainThread:1946 [wandb_init.py:init():773] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2026-07-02 18:53:31,312 INFO    MainThread:1946 [wandb_init.py:init():816] starting backend
2026-07-02 18:53:31,312 INFO    MainThread:1946 [wandb_init.py:init():831] sending inform_init request
2026-07-02 18:53:31,540 INFO    MainThread:1946 [wandb_init.py:init():836] backend started and connected
2026-07-02 18:53:31,551 INFO    MainThread:1946 [wandb_run.py:_label_probe_notebook():1276] probe notebook
2026-07-02 18:53:31,936 INFO    MainThread:1946 [wandb_init.py:init():906] updated telemetry
2026-07-02 18:53:31,939 INFO    MainThread:1946 [wandb_init.py:init():929] communicating run to backend with 90.0 second timeout
2026-07-02 18:53:32,462 INFO    MainThread:1946 [wandb_init.py:init():974] starting run threads in backend
2026-07-02 18:53:33,961 INFO    MainThread:1946 [wandb_run.py:_console_start():2523] atexit reg
2026-07-02 18:53:33,962 INFO    MainThread:1946 [wandb_run.py:_redirect():2373] redirect: wrap_raw
2026-07-02 18:53:33,962 INFO    MainThread:1946 [wandb_run.py:_redirect():2442] Wrapping output streams.
2026-07-02 18:53:33,963 INFO    MainThread:1946 [wandb_run.py:_redirect():2465] Redirects installed.
2026-07-02 18:53:33,974 INFO    MainThread:1946 [wandb_init.py:init():1012] run started, returning control to user process
2026-07-02 18:58:49,461 INFO    MainThread:1946 [wandb_run.py:_config_callback():1346] config_cb ('_wandb', 'visualize', 'Critic values') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'trickman/my_histogram', 'fieldSettings': {'groupKeys': 'type', 'value': 'value', 'title': 'Critic values'}, 'stringSettings': {}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'Critic values_table'}], 'fields': []}]}]}}} None
